"crusoenormaljustnouns" "lighthousejustnormalnouns"
"dawn" 0 0.0712194349924824
"dish" 0.0139457047229453 0.0474796233283216
"ears" 0.0371885459278542 0.00791327055472027
"ease" 0.0185942729639271 0.0395663527736013
"estate" 0.041837114168836 0
"expectation" 0.0325399776868724 0.0158265411094405
"feelings" 0 0.0712194349924824
"fight" 0.0371885459278542 0.00791327055472027
"fortune" 0.0371885459278542 0.00791327055472027
"gentlemen" 0.0232428412049089 0.0316530822188811
"gestures" 0.0278914094458907 0.0237398116641608
"grove" 0.041837114168836 0
"handful" 0.041837114168836 0
"history" 0.0325399776868724 0.0158265411094405
"hunger" 0.0371885459278542 0.00791327055472027
"journal" 0.041837114168836 0
"language" 0.0232428412049089 0.0316530822188811
"leisure" 0.0371885459278542 0.00791327055472027
"lightning" 0.0371885459278542 0.00791327055472027
"lines" 0 0.0712194349924824
"machine" 0.0139457047229453 0.0474796233283216
"mean" 0.0325399776868724 0.0158265411094405
"measures" 0.041837114168836 0
"merchant" 0.041837114168836 0
"merchants" 0.041837114168836 0
"moors" 0.041837114168836 0
"musket" 0.041837114168836 0
"needles" 0.00464856824098178 0.0633061644377621
"needs" 0.0371885459278542 0.00791327055472027
"novels" 0 0.0712194349924824
"pages" 0 0.0712194349924824
"pain" 0.0232428412049089 0.0316530822188811
"passion" 0.0185942729639271 0.0395663527736013
"perspective" 0.0325399776868724 0.0158265411094405
"phrase" 0 0.0712194349924824
"pipes" 0.0185942729639271 0.0395663527736013
"plank" 0.0278914094458907 0.0237398116641608
"position" 0.0232428412049089 0.0316530822188811
"possibility" 0.041837114168836 0
"praise" 0.00464856824098178 0.0633061644377621
"produce" 0.041837114168836 0
"questions" 0.00929713648196356 0.0553928938830419
"reach" 0.0371885459278542 0.00791327055472027
"repentance" 0.0371885459278542 0.00791327055472027
"roads" 0.0371885459278542 0.00791327055472027
"robin" 0.041837114168836 0
"roof" 0.0278914094458907 0.0237398116641608
"round" 0.0185942729639271 0.0395663527736013
"row" 0.0325399776868724 0.0158265411094405
"safety" 0.0325399776868724 0.0158265411094405
"sallee" 0.041837114168836 0
"scripture" 0.041837114168836 0
"security" 0.0325399776868724 0.0158265411094405
"servants" 0.0232428412049089 0.0316530822188811
"shoulders" 0.0185942729639271 0.0395663527736013
"shovel" 0.041837114168836 0
"slave" 0.0371885459278542 0.00791327055472027
"solitude" 0.00464856824098178 0.0633061644377621
"sorrow" 0.0139457047229453 0.0474796233283216
"spring" 0.0139457047229453 0.0474796233283216
"square" 0.0232428412049089 0.0316530822188811
"st" 0.0325399776868724 0.0158265411094405
"stick" 0.0325399776868724 0.0158265411094405
"subject" 0.0325399776868724 0.0158265411094405
"talk" 0 0.0712194349924824
"thankfulness" 0.041837114168836 0
"thither" 0.0325399776868724 0.0158265411094405
"train" 0.0139457047229453 0.0474796233283216
"trouble" 0.0371885459278542 0.00791327055472027
"uneasiness" 0.0278914094458907 0.0237398116641608
"volley" 0.041837114168836 0
"wash" 0 0.0712194349924824
"widow" 0.0371885459278542 0.00791327055472027
"works" 0.041837114168836 0
"anger" 0 0.0633061644377621
"application" 0.0371885459278542 0
"army" 0.0278914094458907 0.0158265411094405
"assistance" 0.0371885459278542 0
"authority" 0.0232428412049089 0.0237398116641608
"ball" 0.0185942729639271 0.0316530822188811
"bank" 0.0139457047229453 0.0395663527736013
"bill" 0.0139457047229453 0.0395663527736013
"blade" 0.00929713648196356 0.0474796233283216
"box" 0.0232428412049089 0.0237398116641608
"boys" 0.00464856824098178 0.0553928938830419
"breast" 0.0185942729639271 0.0316530822188811
"bushels" 0.0371885459278542 0
"c" 0.0371885459278542 0
"cakes" 0.0371885459278542 0
"cannibals" 0.0371885459278542 0
"carpenter" 0.0371885459278542 0
"cask" 0.0232428412049089 0.0237398116641608
"centre" 0.0278914094458907 0.0158265411094405
"climate" 0.0371885459278542 0
"clock" 0.0325399776868724 0.00791327055472027
"cloth" 0 0.0633061644377621
"clouds" 0 0.0633061644377621
"concern" 0.0371885459278542 0
"consequence" 0.0371885459278542 0
"dangers" 0.0371885459278542 0
"daughters" 0.00464856824098178 0.0553928938830419
"depths" 0 0.0633061644377621
"dining" 0.00464856824098178 0.0553928938830419
"disposition" 0.0325399776868724 0.00791327055472027
"distemper" 0.0371885459278542 0
"dram" 0.0371885459278542 0
"earthquake" 0.0371885459278542 0
"ends" 0.00929713648196356 0.0474796233283216
"finger" 0.00929713648196356 0.0474796233283216
"firearms" 0.0371885459278542 0
"flash" 0.0139457047229453 0.0395663527736013
"frame" 0.0185942729639271 0.0316530822188811
"fruit" 0.0139457047229453 0.0395663527736013
"fury" 0.0371885459278542 0
"gale" 0.0278914094458907 0.0158265411094405
"grey" 0.00464856824098178 0.0553928938830419
"grief" 0.0232428412049089 0.0237398116641608
"gunpowder" 0.0278914094458907 0.0158265411094405
"health" 0.0325399776868724 0.00791327055472027
"horizon" 0 0.0633061644377621
"instant" 0.0185942729639271 0.0316530822188811
"jesus" 0.0371885459278542 0
"lead" 0.0325399776868724 0.00791327055472027
"limbs" 0.0325399776868724 0.00791327055472027
"linen" 0.0371885459278542 0
"mass" 0 0.0633061644377621
"measure" 0.0232428412049089 0.0237398116641608
"minds" 0 0.0633061644377621
"misfortunes" 0.0371885459278542 0
"mist" 0 0.0633061644377621
"mood" 0 0.0633061644377621
"moor" 0.0325399776868724 0.00791327055472027
"note" 0.0232428412049089 0.0237398116641608
"opinion" 0.0232428412049089 0.0237398116641608
"party" 0.00464856824098178 0.0553928938830419
"past" 0.00464856824098178 0.0553928938830419
"pear" 0 0.0633061644377621
"plain" 0.0371885459278542 0
"plates" 0 0.0633061644377621
"posts" 0.0371885459278542 0
"present" 0.0325399776868724 0.00791327055472027
"pressure" 0.00929713648196356 0.0474796233283216
"proposal" 0.0371885459278542 0
"protection" 0.0139457047229453 0.0395663527736013
"reasons" 0.0232428412049089 0.0237398116641608
"ruin" 0.0232428412049089 0.0237398116641608
"seat" 0.0185942729639271 0.0316530822188811
"service" 0.0232428412049089 0.0237398116641608
"sign" 0.0325399776868724 0.00791327055472027
"signal" 0.0325399776868724 0.00791327055472027
"silver" 0.0232428412049089 0.0237398116641608
"skull" 0 0.0633061644377621
"staircase" 0 0.0633061644377621
"stockings" 0.0185942729639271 0.0316530822188811
"stones" 0.0139457047229453 0.0395663527736013
"stop" 0.0232428412049089 0.0237398116641608
"stores" 0.0232428412049089 0.0237398116641608
"storms" 0.0278914094458907 0.0158265411094405
"study" 0.00929713648196356 0.0474796233283216
"tyranny" 0 0.0633061644377621
"valleys" 0.0185942729639271 0.0316530822188811
"vessels" 0.0371885459278542 0
"walk" 0.00929713648196356 0.0474796233283216
"wickedness" 0.0325399776868724 0.00791327055472027
"wretch" 0.0371885459278542 0
"absence" 0.0232428412049089 0.0158265411094405
"affections" 0.0278914094458907 0.00791327055472027
"airs" 0 0.0553928938830419
"anxiety" 0.0139457047229453 0.0316530822188811
"apprehension" 0.0278914094458907 0.00791327055472027
"attics" 0 0.0553928938830419
"axe" 0.0232428412049089 0.0158265411094405
"beak" 0.00464856824098178 0.0474796233283216
"boatswain" 0.0325399776868724 0
"breakfast" 0.00464856824098178 0.0474796233283216
"broth" 0.0325399776868724 0
"bunch" 0.0185942729639271 0.0237398116641608
"butter" 0.0185942729639271 0.0237398116641608
"cables" 0.0325399776868724 0
"candle" 0.0139457047229453 0.0316530822188811
"cannot" 0.0278914094458907 0.00791327055472027
"cape" 0.0325399776868724 0
"cat" 0.0185942729639271 0.0237398116641608
"chaos" 0 0.0553928938830419
"chill" 0.0185942729639271 0.0237398116641608
"china" 0 0.0553928938830419
"clay" 0.0278914094458907 0.00791327055472027
"close" 0.0232428412049089 0.0158265411094405
"cloud" 0.0139457047229453 0.0316530822188811
"command" 0.0232428412049089 0.0158265411094405
"companion" 0.0278914094458907 0.00791327055472027
"conditions" 0.0325399776868724 0
"cook" 0.00929713648196356 0.0395663527736013
"countenance" 0.0325399776868724 0
"countrymen" 0.0325399776868724 0
"curiosity" 0.00929713648196356 0.0395663527736013
"december" 0.0325399776868724 0
"desires" 0.0278914094458907 0.00791327055472027
"drive" 0.00929713648196356 0.0395663527736013
"dwelling" 0.0325399776868724 0
"ecstasy" 0.0185942729639271 0.0237398116641608
"enterprise" 0.0185942729639271 0.0237398116641608
"everybody" 0.00929713648196356 0.0395663527736013
"fame" 0 0.0553928938830419
"firm" 0.0185942729639271 0.0237398116641608
"folly" 0.0232428412049089 0.0158265411094405
"fool" 0.00929713648196356 0.0395663527736013
"future" 0.0232428412049089 0.0158265411094405
"gift" 0 0.0553928938830419
"grain" 0.0278914094458907 0.00791327055472027
"grandmother" 0 0.0553928938830419
"greenhouse" 0 0.0553928938830419
"harbour" 0.0232428412049089 0.0158265411094405
"harm" 0.0232428412049089 0.0158265411094405
"haste" 0.0185942729639271 0.0237398116641608
"hollow" 0.00929713648196356 0.0395663527736013
"horn" 0.0232428412049089 0.0158265411094405
"houses" 0 0.0553928938830419
"hurt" 0.0325399776868724 0
"inch" 0.00929713648196356 0.0395663527736013
"indians" 0.0325399776868724 0
"influence" 0.0139457047229453 0.0316530822188811
"instinct" 0 0.0553928938830419
"integrity" 0.0139457047229453 0.0316530822188811
"interest" 0.0139457047229453 0.0316530822188811
"invention" 0.0278914094458907 0.00791327055472027
"judgment" 0.0325399776868724 0
"lady" 0 0.0553928938830419
"leader" 0 0.0553928938830419
"living" 0.0325399776868724 0
"lunch" 0 0.0553928938830419
"maid" 0 0.0553928938830419
"march" 0.0278914094458907 0.00791327055472027
"moments" 0.00929713648196356 0.0395663527736013
"names" 0.0185942729639271 0.0237398116641608
"nations" 0.0325399776868724 0
"nights" 0.0139457047229453 0.0316530822188811
"november" 0.0325399776868724 0
"ocean" 0.0325399776868724 0
"ones" 0.0278914094458907 0.00791327055472027
"particulars" 0.0325399776868724 0
"passions" 0.0232428412049089 0.0158265411094405
"paths" 0 0.0553928938830419
"pictures" 0 0.0553928938830419
"plants" 0.0185942729639271 0.0237398116641608
"points" 0.0139457047229453 0.0316530822188811
"poker" 0 0.0553928938830419
"poll" 0.0325399776868724 0
"port" 0.0325399776868724 0
"prey" 0.0325399776868724 0
"prisoner" 0.0325399776868724 0
"pulse" 0.00464856824098178 0.0474796233283216
"q" 0 0.0553928938830419
"rage" 0.0139457047229453 0.0316530822188811
"rainy" 0.0325399776868724 0
"reckoning" 0.0325399776868724 0
"remedy" 0.0325399776868724 0
"resolutions" 0.0325399776868724 0
"retreat" 0.0325399776868724 0
"rows" 0.0278914094458907 0.00791327055472027
"sake" 0.0232428412049089 0.0158265411094405
"seasons" 0.0325399776868724 0
"severity" 0 0.0553928938830419
"shapes" 0.00929713648196356 0.0395663527736013
"share" 0.0232428412049089 0.0158265411094405
"shirt" 0.0278914094458907 0.00791327055472027
"signals" 0.0325399776868724 0
"simplicity" 0.00464856824098178 0.0474796233283216
"smile" 0.00464856824098178 0.0474796233283216
"sorrows" 0.00929713648196356 0.0395663527736013
"spade" 0.0278914094458907 0.00791327055472027
"spray" 0.00929713648196356 0.0395663527736013
"stand" 0.0185942729639271 0.0237398116641608
"stomach" 0.0325399776868724 0
"subjects" 0.0278914094458907 0.00791327055472027
"tongue" 0.0185942729639271 0.0237398116641608
"tortoise" 0.0278914094458907 0.00791327055472027
"trifles" 0.0185942729639271 0.0237398116641608
"umbrella" 0.0278914094458907 0.00791327055472027
"usage" 0.0325399776868724 0
"veil" 0 0.0553928938830419
"views" 0.0232428412049089 0.0158265411094405
"walls" 0 0.0553928938830419
"wealth" 0.0325399776868724 0
"weapon" 0.0278914094458907 0.00791327055472027
"wilderness" 0.0325399776868724 0
"wishes" 0.0185942729639271 0.0237398116641608
"wolf" 0.0278914094458907 0.00791327055472027
"wonder" 0.0185942729639271 0.0237398116641608
"yard" 0.0278914094458907 0.00791327055472027
"abhorrence" 0.0278914094458907 0
"accident" 0.0278914094458907 0
"acquaintance" 0.0278914094458907 0
"atheist" 0 0.0474796233283216
"barrels" 0.0232428412049089 0.00791327055472027
"beds" 0.00929713648196356 0.0316530822188811
"boughs" 0.0232428412049089 0.00791327055472027
"bow" 0.0139457047229453 0.0237398116641608
"brain" 0.00929713648196356 0.0316530822188811
"branch" 0.00929713648196356 0.0316530822188811
"brothers" 0.0139457047229453 0.0237398116641608
"burning" 0.0139457047229453 0.0237398116641608
"cake" 0.0278914094458907 0
"calm" 0.0139457047229453 0.0237398116641608
"cases" 0.0278914094458907 0
"casks" 0.0278914094458907 0
"caution" 0.0278914094458907 0
"cloak" 0 0.0474796233283216
"coats" 0.0139457047229453 0.0237398116641608
"comforts" 0.0278914094458907 0
"conclusion" 0.0185942729639271 0.0158265411094405
"consequences" 0.0278914094458907 0
"continent" 0.0278914094458907 0
"contrivance" 0.0278914094458907 0
"cross" 0.0185942729639271 0.0158265411094405
"crow" 0.0278914094458907 0
"current" 0.0278914094458907 0
"cut" 0.0139457047229453 0.0237398116641608
"daylight" 0.0139457047229453 0.0237398116641608
"deck" 0.0232428412049089 0.00791327055472027
"description" 0.0278914094458907 0
"desert" 0.0139457047229453 0.0237398116641608
"diameter" 0.0278914094458907 0
"difference" 0.0139457047229453 0.0237398116641608
"disaster" 0.0185942729639271 0.0158265411094405
"dust" 0.0139457047229453 0.0237398116641608
"eggs" 0.0278914094458907 0
"encouragement" 0.0232428412049089 0.00791327055472027
"englishman" 0.0278914094458907 0
"equinox" 0.0278914094458907 0
"event" 0.0139457047229453 0.0237398116641608
"execution" 0.0278914094458907 0
"faces" 0.00929713648196356 0.0316530822188811
"failure" 0 0.0474796233283216
"faith" 0.0185942729639271 0.0158265411094405
"feast" 0.0278914094458907 0
"field" 0.0139457047229453 0.0237398116641608
"fisherman" 0 0.0474796233283216
"fishermen" 0 0.0474796233283216
"fleet" 0.0278914094458907 0
"fly" 0.0232428412049089 0.00791327055472027
"fold" 0.00464856824098178 0.0395663527736013
"fowl" 0.0278914094458907 0
"game" 0.00929713648196356 0.0316530822188811
"gaze" 0 0.0474796233283216
"gloom" 0 0.0474796233283216
"gulf" 0.0278914094458907 0
"gunner" 0.0278914094458907 0
"habit" 0.00929713648196356 0.0316530822188811
"handle" 0.00929713648196356 0.0316530822188811
"hatchets" 0.0278914094458907 0
"hawk" 0.0139457047229453 0.0237398116641608
"height" 0.0232428412049089 0.00791327055472027
"human" 0.00929713648196356 0.0316530822188811
"ideas" 0.0139457047229453 0.0237398116641608
"image" 0 0.0474796233283216
"imaginable" 0.0278914094458907 0
"impressions" 0.00464856824098178 0.0395663527736013
"inquiry" 0.0278914094458907 0
"interval" 0.0232428412049089 0.00791327055472027
"kings" 0.00929713648196356 0.0316530822188811
"level" 0.00464856824098178 0.0395663527736013
"lion" 0.0185942729639271 0.0158265411094405
"m" 0 0.0474796233283216
"magazine" 0.0278914094458907 0
"memory" 0.0139457047229453 0.0237398116641608
"midst" 0.00929713648196356 0.0316530822188811
"minute" 0.0185942729639271 0.0158265411094405
"miracle" 0.0139457047229453 0.0237398116641608
"misfortune" 0.0278914094458907 0
"n" 0.0278914094458907 0
"news" 0.0185942729639271 0.0158265411094405
"nov" 0.0278914094458907 0
"oar" 0.0278914094458907 0
"oars" 0.0232428412049089 0.00791327055472027
"october" 0.0278914094458907 0
"odds" 0.00464856824098178 0.0395663527736013
"offer" 0.0232428412049089 0.00791327055472027
"path" 0 0.0474796233283216
"pause" 0.00929713648196356 0.0316530822188811
"perfection" 0.0185942729639271 0.0158265411094405
"periagua" 0.0278914094458907 0
"perishing" 0.0185942729639271 0.0158265411094405
"portuguese" 0.0278914094458907 0
"poverty" 0.00929713648196356 0.0316530822188811
"practice" 0.0232428412049089 0.00791327055472027
"pray" 0.0185942729639271 0.0158265411094405
"prayer" 0.0232428412049089 0.00791327055472027
"procuration" 0.0278914094458907 0
"provision" 0.0278914094458907 0
"puppy" 0 0.0474796233283216
"r" 0 0.0474796233283216
"rafts" 0.0278914094458907 0
"rapture" 0 0.0474796233283216
"rats" 0.0139457047229453 0.0237398116641608
"redemption" 0.0278914094458907 0
"remainder" 0.0278914094458907 0
"remembrance" 0.0278914094458907 0
"revelation" 0.00929713648196356 0.0316530822188811
"ring" 0.00929713648196356 0.0316530822188811
"robinson" 0.0278914094458907 0
"roll" 0.0232428412049089 0.00791327055472027
"rudder" 0.0278914094458907 0
"saviour" 0.0278914094458907 0
"scenes" 0 0.0474796233283216
"scissors" 0.0185942729639271 0.0158265411094405
"senses" 0.00464856824098178 0.0395663527736013
"shakespeare" 0 0.0474796233283216
"sigh" 0.0139457047229453 0.0237398116641608
"sins" 0.0278914094458907 0
"size" 0.0185942729639271 0.0158265411094405
"skirts" 0.00929713648196356 0.0316530822188811
"slaves" 0.0278914094458907 0
"sounds" 0 0.0474796233283216
"spain" 0.0278914094458907 0
"stairs" 0 0.0474796233283216
"stalks" 0.0232428412049089 0.00791327055472027
"steel" 0 0.0474796233283216
"stillness" 0 0.0474796233283216
"stir" 0.0185942729639271 0.0158265411094405
"stories" 0.00464856824098178 0.0395663527736013
"swiftness" 0.0278914094458907 0
"swords" 0.0278914094458907 0
"teeth" 0.0232428412049089 0.00791327055472027
"thinking" 0.00464856824098178 0.0395663527736013
"touch" 0.00464856824098178 0.0395663527736013
"treachery" 0.00929713648196356 0.0316530822188811
"triumph" 0.00464856824098178 0.0395663527736013
"venture" 0.0278914094458907 0
"virtue" 0.0139457047229453 0.0237398116641608
"weapons" 0.0278914094458907 0
"wheelbarrow" 0.0185942729639271 0.0158265411094405
"wine" 0.0139457047229453 0.0237398116641608
"yarmouth" 0.0278914094458907 0
"action" 0.0185942729639271 0.00791327055472027
"ague" 0.0232428412049089 0
"aim" 0.0232428412049089 0
"anguish" 0.00464856824098178 0.0316530822188811
"apartment" 0.0232428412049089 0
"arrow" 0.00929713648196356 0.0237398116641608
"astonishment" 0.0232428412049089 0
"banks" 0.00464856824098178 0.0316530822188811
"bark" 0.00464856824098178 0.0316530822188811
"beam" 0.00929713648196356 0.0237398116641608
"beard" 0.00929713648196356 0.0237398116641608
"behaviour" 0.0185942729639271 0.00791327055472027
"belief" 0.0185942729639271 0.00791327055472027
"bits" 0.0139457047229453 0.0158265411094405
"blues" 0 0.0395663527736013
"boeuf" 0 0.0395663527736013
"brass" 0.00464856824098178 0.0316530822188811
"breeches" 0.0232428412049089 0
"brook" 0.0232428412049089 0
"brother" 0.0185942729639271 0.00791327055472027
"cable" 0.0232428412049089 0
"carpet" 0 0.0395663527736013
"cathedral" 0 0.0395663527736013
"cellar" 0.00929713648196356 0.0237398116641608
"chains" 0.0185942729639271 0.00791327055472027
"channel" 0.00929713648196356 0.0237398116641608
"circus" 0 0.0395663527736013
"claws" 0.0232428412049089 0
"commander" 0.0232428412049089 0
"conduct" 0.0185942729639271 0.00791327055472027
"contrivances" 0.0232428412049089 0
"counsel" 0.0185942729639271 0.00791327055472027
"countries" 0.0139457047229453 0.0158265411094405
"couple" 0 0.0395663527736013
"cover" 0.00929713648196356 0.0237398116641608
"cricket" 0 0.0395663527736013
"cup" 0 0.0395663527736013
"custom" 0.0185942729639271 0.00791327055472027
"customs" 0.0185942729639271 0.00791327055472027
"cutting" 0.0185942729639271 0.00791327055472027
"daube" 0 0.0395663527736013
"dear" 0.00929713648196356 0.0237398116641608
"devils" 0.0139457047229453 0.0158265411094405
"directions" 0.0232428412049089 0
"discoveries" 0.0232428412049089 0
"dissertation" 0 0.0395663527736013
"diversion" 0.0232428412049089 0
"drop" 0.0139457047229453 0.0158265411094405
"drops" 0 0.0395663527736013
"earthenware" 0.0185942729639271 0.00791327055472027
"emotions" 0 0.0395663527736013
"emptiness" 0 0.0395663527736013
"english" 0.0139457047229453 0.0158265411094405
"europe" 0.0232428412049089 0
"existence" 0 0.0395663527736013
"expense" 0.0139457047229453 0.0158265411094405
"experiment" 0.0185942729639271 0.00791327055472027
"fabric" 0 0.0395663527736013
"fatigue" 0.0139457047229453 0.0158265411094405
"fine" 0.00464856824098178 0.0316530822188811
"flags" 0.0185942729639271 0.00791327055472027
"flounder" 0 0.0395663527736013
"fore" 0.0232428412049089 0
"forecastle" 0.0232428412049089 0
"foundation" 0.0232428412049089 0
"founder" 0.0185942729639271 0.00791327055472027
"fountain" 0 0.0395663527736013
"french" 0.00464856824098178 0.0316530822188811
"genius" 0.00464856824098178 0.0316530822188811
"girls" 0 0.0395663527736013
"glow" 0 0.0395663527736013
"guests" 0.0185942729639271 0.00791327055472027
"hardness" 0.0185942729639271 0.00791327055472027
"hare" 0.0185942729639271 0.00791327055472027
"hares" 0.0139457047229453 0.0158265411094405
"hearts" 0.00929713648196356 0.0237398116641608
"heels" 0.0185942729639271 0.00791327055472027
"holes" 0.0232428412049089 0
"honesty" 0.0232428412049089 0
"hostages" 0.0232428412049089 0
"hull" 0.0232428412049089 0
"humanity" 0.0232428412049089 0
"hurry" 0.00929713648196356 0.0237398116641608
"idea" 0 0.0395663527736013
"ignorance" 0.00929713648196356 0.0237398116641608
"importance" 0.00464856824098178 0.0316530822188811
"improvement" 0.0232428412049089 0
"iniquity" 0.00929713648196356 0.0237398116641608
"instruction" 0.0232428412049089 0
"instrument" 0.0185942729639271 0.00791327055472027
"intelligence" 0.0139457047229453 0.0158265411094405
"ironwork" 0.0232428412049089 0
"joke" 0 0.0395663527736013
"juice" 0.0139457047229453 0.0158265411094405
"kinds" 0.0232428412049089 0
"knives" 0.0185942729639271 0.00791327055472027
"ladders" 0.0232428412049089 0
"laughter" 0.00464856824098178 0.0316530822188811
"law" 0.0185942729639271 0.00791327055472027
"limes" 0.0232428412049089 0
"lions" 0.0185942729639271 0.00791327055472027
"load" 0.0185942729639271 0.00791327055472027
"loaves" 0.0232428412049089 0
"lock" 0.00929713648196356 0.0237398116641608
"lump" 0.0185942729639271 0.00791327055472027
"marks" 0.0185942729639271 0.00791327055472027
"mat" 0 0.0395663527736013
"mcnab" 0 0.0395663527736013
"message" 0 0.0395663527736013
"miss" 0 0.0395663527736013
"murderers" 0.0232428412049089 0
"musing" 0.0139457047229453 0.0158265411094405
"mutton" 0.0232428412049089 0
"neck" 0.0185942729639271 0.00791327055472027
"necklace" 0 0.0395663527736013
"opening" 0.0185942729639271 0.00791327055472027
"origin" 0.0185942729639271 0.00791327055472027
"pampeluna" 0.0232428412049089 0
"parents" 0.0185942729639271 0.00791327055472027
"parrots" 0.0139457047229453 0.0158265411094405
"pattern" 0 0.0395663527736013
"pigeons" 0.0232428412049089 0
"planks" 0.0232428412049089 0
"plantations" 0.0232428412049089 0
"plenty" 0.0185942729639271 0.00791327055472027
"poles" 0.0232428412049089 0
"politics" 0.00464856824098178 0.0316530822188811
"pouch" 0.0185942729639271 0.00791327055472027
"powers" 0.0185942729639271 0.00791327055472027
"preservation" 0.0232428412049089 0
"proof" 0.0139457047229453 0.0158265411094405
"purple" 0 0.0395663527736013
"qualities" 0.00464856824098178 0.0316530822188811
"quality" 0.00464856824098178 0.0316530822188811
"rake" 0.00464856824098178 0.0316530822188811
"reality" 0 0.0395663527736013
"recovery" 0.0185942729639271 0.00791327055472027
"residence" 0.0232428412049089 0
"rhythm" 0 0.0395663527736013
"sands" 0.0139457047229453 0.0158265411094405
"scale" 0 0.0395663527736013
"school" 0.00464856824098178 0.0316530822188811
"seaside" 0.0232428412049089 0
"sensation" 0 0.0395663527736013
"sets" 0.0232428412049089 0
"setting" 0.0185942729639271 0.00791327055472027
"settlement" 0.0232428412049089 0
"shadows" 0 0.0395663527736013
"sheep" 0.0185942729639271 0.00791327055472027
"sheet" 0.0185942729639271 0.00791327055472027
"sisters" 0.00929713648196356 0.0237398116641608
"skill" 0.0139457047229453 0.0158265411094405
"smell" 0.00464856824098178 0.0316530822188811
"smith" 0.0232428412049089 0
"sofa" 0 0.0395663527736013
"song" 0 0.0395663527736013
"sport" 0.0185942729639271 0.00791327055472027
"star" 0 0.0395663527736013
"stare" 0 0.0395663527736013
"start" 0.00929713648196356 0.0237398116641608
"string" 0.0232428412049089 0
"stuff" 0.0185942729639271 0.00791327055472027
"suffering" 0.00464856824098178 0.0316530822188811
"sunset" 0.00929713648196356 0.0237398116641608
"support" 0.0139457047229453 0.0158265411094405
"tennis" 0 0.0395663527736013
"think" 0.00464856824098178 0.0316530822188811
"thunder" 0.0232428412049089 0
"tigers" 0.0185942729639271 0.00791327055472027
"tom" 0.0232428412049089 0
"trial" 0.0185942729639271 0.00791327055472027
"tube" 0 0.0395663527736013
"twigs" 0.0185942729639271 0.00791327055472027
"urn" 0 0.0395663527736013
"vanity" 0 0.0395663527736013
"vegetables" 0 0.0395663527736013
"venturing" 0.0232428412049089 0
"village" 0.00929713648196356 0.0237398116641608
"voices" 0 0.0395663527736013
"voyages" 0.0232428412049089 0
"waistcoat" 0.0232428412049089 0
"ware" 0.0232428412049089 0
"washing" 0.00464856824098178 0.0316530822188811
"wing" 0.00464856824098178 0.0316530822188811
"wish" 0.00929713648196356 0.0237398116641608
"youth" 0.00929713648196356 0.0237398116641608
"z" 0 0.0395663527736013
"abate" 0.0185942729639271 0
"ages" 0.00929713648196356 0.0158265411094405
"agony" 0.00464856824098178 0.0237398116641608
"alphabet" 0 0.0316530822188811
"ambition" 0.00929713648196356 0.0158265411094405
"amusement" 0.00929713648196356 0.0158265411094405
"ankles" 0.0139457047229453 0.00791327055472027
"anniversary" 0.0185942729639271 0
"antelopes" 0 0.0316530822188811
"ants" 0 0.0316530822188811
"argument" 0 0.0316530822188811
"arguments" 0.0185942729639271 0
"baby" 0 0.0316530822188811
"bags" 0.0185942729639271 0
"benamuckee" 0.0185942729639271 0
"benefactor" 0.0185942729639271 0
"billiard" 0 0.0316530822188811
"bolts" 0.00929713648196356 0.0158265411094405
"boxes" 0.0139457047229453 0.00791327055472027
"brandy" 0.0185942729639271 0
"breed" 0.0185942729639271 0
"brow" 0.00929713648196356 0.0158265411094405
"building" 0.0185942729639271 0
"bullet" 0.0139457047229453 0.00791327055472027
"burden" 0.0139457047229453 0.00791327055472027
"burnt" 0.0139457047229453 0.00791327055472027
"butterfly" 0 0.0316530822188811
"cabbages" 0 0.0316530822188811
"captivity" 0.0185942729639271 0
"carrie" 0 0.0316530822188811
"catches" 0 0.0316530822188811
"cattle" 0.0185942729639271 0
"changes" 0.00464856824098178 0.0237398116641608
"character" 0.00464856824098178 0.0237398116641608
"charm" 0 0.0316530822188811
"cheeks" 0 0.0316530822188811
"chess" 0 0.0316530822188811
"cliffs" 0.00464856824098178 0.0237398116641608
"cold" 0.00464856824098178 0.0237398116641608
"colours" 0.00464856824098178 0.0237398116641608
"compact" 0 0.0316530822188811
"companions" 0.0185942729639271 0
"composure" 0.00929713648196356 0.0158265411094405
"consent" 0.0185942729639271 0
"consternation" 0.0185942729639271 0
"contemplation" 0.00929713648196356 0.0158265411094405
"contrary" 0.0139457047229453 0.00791327055472027
"convenience" 0.0139457047229453 0.00791327055472027
"court" 0.00929713648196356 0.0158265411094405
"cove" 0.0185942729639271 0
"crows" 0.0139457047229453 0.00791327055472027
"cry" 0.00929713648196356 0.0158265411094405
"cupboard" 0 0.0316530822188811
"cups" 0 0.0316530822188811
"dairy" 0.00464856824098178 0.0237398116641608
"damp" 0.00929713648196356 0.0158265411094405
"designs" 0.0185942729639271 0
"desolation" 0.00464856824098178 0.0237398116641608
"dirt" 0.00929713648196356 0.0158265411094405
"discomposure" 0.0185942729639271 0
"dispositions" 0.0185942729639271 0
"dock" 0.0185942729639271 0
"dome" 0 0.0316530822188811
"dominions" 0.0185942729639271 0
"doubts" 0.00464856824098178 0.0237398116641608
"dressing" 0 0.0316530822188811
"earwig" 0 0.0316530822188811
"edges" 0 0.0316530822188811
"embers" 0.0185942729639271 0
"emperor" 0.0185942729639271 0
"enclosures" 0.0185942729639271 0
